pollutant,revoked_naaqs,state_name,st_abbr,fips_state,fips_cnty,countyname,pw_1992,pw_1993,pw_1994,pw_1995,pw_1996,pw_1997,pw_1998,pw_1999,pw_2000,pw_2001,pw_2002,pw_2003,pw_2004,pw_2005,pw_2006,pw_2007,pw_2008,pw_2009,pw_2010,pw_2011,pw_2012,pw_2013,pw_2014,pw_2015,pw_2016,pw_2017,pw_2018,pw_2019,pw_2020,pw_2021,exportdt
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
Lead (2008),,PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
Sulfur Dioxide (2010),,PENNSYLVANIA,PA,42,007,Beaver Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,011,Berks Co,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,011,Berks Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,011,Berks Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
Lead (2008),,PENNSYLVANIA,PA,42,011,Berks Co,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,P,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,011,Berks Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,013,Blair Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,013,Blair Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,017,Bucks Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,017,Bucks Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,017,Bucks Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,PENNSYLVANIA,PA,42,017,Bucks Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,017,Bucks Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,017,Bucks Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,019,Butler Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,019,Butler Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,019,Butler Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,019,Butler Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,019,Butler Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,021,Cambria Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,021,Cambria Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,021,Cambria Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,021,Cambria Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,025,Carbon Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,025,Carbon Co,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,025,Carbon Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,027,Centre Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,029,Chester Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,029,Chester Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,029,Chester Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,PENNSYLVANIA,PA,42,029,Chester Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,029,Chester Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,029,Chester Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,033,Clearfield Co,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,037,Columbia Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,039,Crawford Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,041,Cumberland Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,041,Cumberland Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,041,Cumberland Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,041,Cumberland Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,043,Dauphin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,043,Dauphin Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,043,Dauphin Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,043,Dauphin Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,045,Delaware Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2012),,PENNSYLVANIA,PA,42,045,Delaware Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,049,Erie Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,049,Erie Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,051,Fayette Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,051,Fayette Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,051,Fayette Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,055,Franklin Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,055,Franklin Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,059,Greene Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,059,Greene Co,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,059,Greene Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,059,Greene Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,063,Indiana Co,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,063,Indiana Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,063,Indiana Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,,2/28/21
Sulfur Dioxide (2010),,PENNSYLVANIA,PA,42,063,Indiana Co,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,067,Juniata Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,069,Lackawanna Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,069,Lackawanna Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,071,Lancaster Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,071,Lancaster Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,071,Lancaster Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,071,Lancaster Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,071,Lancaster Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,073,Lawrence Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,073,Lawrence Co,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,073,Lawrence Co,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,075,Lebanon Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,075,Lebanon Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,075,Lebanon Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,075,Lebanon Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2012),,PENNSYLVANIA,PA,42,075,Lebanon Co,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,077,Lehigh Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,077,Lehigh Co,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,077,Lehigh Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,077,Lehigh Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,079,Luzerne Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,079,Luzerne Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,085,Mercer Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,085,Mercer Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,089,Monroe Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,089,Monroe Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,091,Montgomery Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,091,Montgomery Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,091,Montgomery Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,PENNSYLVANIA,PA,42,091,Montgomery Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,091,Montgomery Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,091,Montgomery Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,095,Northampton Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,095,Northampton Co,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,095,Northampton Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,095,Northampton Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,097,Northumberland Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,099,Perry Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,099,Perry Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,101,Philadelphia Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,101,Philadelphia Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,101,Philadelphia Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
8-Hour Ozone (2015),,PENNSYLVANIA,PA,42,101,Philadelphia Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
Carbon Monoxide (1971),,PENNSYLVANIA,PA,42,101,Philadelphia Co,P,P,P,P,,,,,,,,,,,,,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,101,Philadelphia Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,101,Philadelphia Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,103,Pike Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,107,Schuylkill Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,109,Snyder Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,111,Somerset Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,115,Susquehanna Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,117,Tioga Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,123,Warren Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (1971),,PENNSYLVANIA,PA,42,123,Warren Co,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,PENNSYLVANIA,PA,42,123,Warren Co,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,125,Washington Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,125,Washington Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,125,Washington Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,125,Washington Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,125,Washington Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,127,Wayne Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,129,Westmoreland Co,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,129,Westmoreland Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
8-Hour Ozone (2008),,PENNSYLVANIA,PA,42,129,Westmoreland Co,,,,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,129,Westmoreland Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,129,Westmoreland Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,W,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,131,Wyoming Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,131,Wyoming Co,,,,,,,,,,,,,W,W,W,,,,,,,,,,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,PENNSYLVANIA,PA,42,133,York Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,PENNSYLVANIA,PA,42,133,York Co,,,,,,,,,,,,,W,W,W,W,,,,,,,,,,,,,,,2/28/21
PM-2.5 (1997),,PENNSYLVANIA,PA,42,133,York Co,,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,,,,,,,,,2/28/21
PM-2.5 (2006),,PENNSYLVANIA,PA,42,133,York Co,,,,,,,,,,,,,,,,,,W,W,W,W,W,,,,,,,,,2/28/21
Lead (2008),,PUERTO RICO,PR,72,013,Arecibo Municipio,,,,,,,,,,,,,,,,,,,,P,P,P,P,P,P,P,P,P,P,P,2/28/21
Sulfur Dioxide (2010),,PUERTO RICO,PR,72,021,Bayamon Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Sulfur Dioxide (2010),,PUERTO RICO,PR,72,033,Catano Co,,,,,,,,,,,,,,,,,,,,,,,,,,,W,W,W,W,2/28/21
PM-10 (1987),,PUERTO RICO,PR,72,061,Guaynabo Co,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,,,,,,,,,,,,,2/28/21
Sulfur Dioxide (2010),,PUERTO RICO,PR,72,061,Guaynabo Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Sulfur Dioxide (2010),,PUERTO RICO,PR,72,123,Salinas Municipio,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Sulfur Dioxide (2010),,PUERTO RICO,PR,72,127,San Juan Municipio,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
Sulfur Dioxide (2010),,PUERTO RICO,PR,72,137,Toa Baja Co,,,,,,,,,,,,,,,,,,,,,,,,,,,P,P,P,P,2/28/21
1-Hour Ozone (1979),Revoked,RHODE ISLAND,RI,44,001,Bristol Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,RHODE ISLAND,RI,44,001,Bristol Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,RHODE ISLAND,RI,44,003,Kent Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,RHODE ISLAND,RI,44,003,Kent Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,RHODE ISLAND,RI,44,005,Newport Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,RHODE ISLAND,RI,44,005,Newport Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,RHODE ISLAND,RI,44,007,Providence Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,RHODE ISLAND,RI,44,007,Providence Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
1-Hour Ozone (1979),Revoked,RHODE ISLAND,RI,44,009,Washington Co,W,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,,,,,,,,,,,,2/28/21
8-Hour Ozone (1997),Revoked,RHODE ISLAND,RI,44,009,Washington Co,,,,,,,,,,,,,W,W,W,W,W,W,W,W,W,W,W,W,,,,,,,2/28/21
